	ASCL1	ATOH1	NEUROD1
ZN565.H14CORE.0.P.C	-0.16639244504599968	2.046222479747496	-2.070607783625936
ZN567.H14CORE.0.P.C	1.617680229297272	1.426844597125211	-4.931305774728778
ZN573.H14CORE.0.P.C	-0.6423576020014554	3.358270164568805	-2.809156647268333
ZN574.H14CORE.0.P.B	-2.656547050694352	1.6374208610408634	3.085685129421343
ZN575.H14CORE.0.PSG.A	0.2561307402738686	0.6338886491390179	-0.9146771108310573
ZN580.H14CORE.0.SM.B	-2.804989380727681	4.506101859299238	-0.12491304276365842
ZN584.H14CORE.1.P.C	1.3779847354773078	-2.308105900857726	0.13663958803459011
ZN595.H14CORE.0.P.C	-3.0176940136254413	2.89197043680975	2.1007684154447004
ZN610.H14CORE.0.P.B	-0.3948533150265415	-0.6981198105691362	1.7695498241107688
ZN611.H14CORE.1.P.C	-1.9534005383642408	0.5515505770345803	2.7413905118114466
ZN614.H14CORE.0.P.C	-1.1881554635917122	3.020245793041174	-1.5011849099389867
ZN615.H14CORE.0.P.C	3.7403956836837478	-3.98275092631108	-2.2157573271251407
ZN616.H14CORE.0.P.C	-0.2961626698800057	1.9978725657791796	-1.9308745196684096
ZN623.H14CORE.0.PG.A	-1.2858949065317304	0.8685589583723682	1.3179801580226063
ZN626.H14CORE.0.P.C	-2.550943643117124	1.0740277550040722	3.2883243276147147
ZN627.H14CORE.0.P.C	-2.167581513973649	1.4194632429015022	1.8178586460613688
ZN646.H14CORE.0.PSG.A	2.261206159062022	-1.9412160767421336	-1.3016707539521064
ZN648.H14CORE.0.PSGI.A	-0.7061291662121102	-0.3360752059726945	1.5710312917872253
ZN662.H14CORE.0.P.C	2.201672932788206	-1.413354852069384	-1.764524576096849
ZN664.H14CORE.0.P.C	1.4713044200623602	-1.5640376836117722	-1.1695785831284333
ZN665.H14CORE.0.PSG.A	0.6348743930362257	-0.7422566936074162	-0.04928677330713771
ZN667.H14CORE.0.P.C	-2.3539235084750074	2.023059248391584	1.467472805832411
ZN667.H14CORE.1.P.C	3.3351780074732846	-2.451962882594705	-2.9459948738945414
ZN668.H14CORE.0.SG.A	2.8392697178862254	-3.080129189105431	-1.5395361942761705
ZN671.H14CORE.0.P.C	2.1279862213665965	-3.2989808798485596	0.33938747729672686
